#,都道府県ID,都道府県,所在地,マンション名,管理組合名,管理組合設立予定年月,組合ホームページ,敷地面積,敷地権利形態,建築面積 ／ 延べ面積,専有部分の構成,専有部分の合計床面積,建物構造／階数,新築年月日,集会室,管理事務室,昇降機,敷地内駐車場,自転車／バイク置場等,ブロードバンド対応,TV共同視聴設備,防犯カメラ,オートロック,宅配ロッカー,地震対策,断熱対策,バリアフリー,住宅性能評価書（設計時）,住宅性能評価書（建設時）,既存住宅性能評価書,売主,設計者,工事管理者,施工業者
171,13,東京都,東京都文京区小石川1-10-5,パークスクエア小石川,パークスクエア小石川管理組合 ぱーくすくえあこいしかわかんりくみあい,管理組合の自己紹介を見る,－,2310.52 ㎡,所有権,941.34 ㎡ ／ 14250.36 ㎡,住宅：１９４ 戸 ／ 非住宅：３ 区画,住宅： 12227.62 ㎡ ／ 非住宅： 280.53 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１５階 、地下１階,2000年2月24日,あり,あり,３基,平置式：１台、機械式：５１台,自転車：１９４台,VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,住友不動産株式会社,株式会社日建ハウジングシステム,株式会社日建ハウジングシステム,日本国土開発株式会社
172,13,東京都,東京都世田谷区三軒茶屋2-54-14,パークホームズ三軒茶屋アーバンレジデンス,パークホームズ三軒茶屋アーバンレジデンス管理組合 ぱーくほーむずさんげんぢゃやあーばんれじでんすかんりくみあい,－,－,707.07 ㎡,所有権,405.17 ㎡ ／ 3314.04 ㎡,住宅：４０ 戸 ／ 非住宅：２ 区画,住宅：－ ／ 非住宅：－,鉄筋コンクリート／ 地上１０階,2005年3月1日,なし,あり,１基,平置式：２台、機械式：９台,自転車：４０台／バイク：２台,－,－,－,－,－,－,－,－,－,－,－,三井不動産株式会社,清水建設株式会社,－,清水建設株式会社
173,13,東京都,東京都江東区佐賀1-8-4,パークホームズ門前仲町リバーイースト,パークホームズ門前仲町リバーイースト管理組合 ぱーくほーむずもんぜんなかちょうりばーいーすとかんりくみあい,－,－,1362.03 ㎡,所有権,641.08 ㎡ ／ 6528.36 ㎡,住宅：７２ 戸 ／ 非住宅：－,住宅： 5253.01 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上１４階 、地下１階,2004年9月1日,なし,あり,１基,平置式：９台、機械式：１２台,自転車：１４０台／バイク：４台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,－,－,－,－,三井不動産株式会社,株式会社イクス・アーク都市設計,三井不動産株式会社,間・大豊共同企業
174,13,東京都,東京都中央区日本橋小網町2-9,パークリュクス日本橋小網町mono,パークリュクス日本橋小網町mono管理組合 ぱーくりゅくすにほんばしこあみちょうものかんりくみあい,－,－,391.09 ㎡,所有権,262.69 ㎡ ／ 2370.57 ㎡,住宅：５９ 戸 ／ 非住宅：－,住宅： 1822.86 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上１２階,2010年8月1日,なし,あり,１基,平置式：４台,自転車：５９台／バイク：１台,VDSL方式,－,あり,あり,あり,－,－,－,－,－,－,三井不動産レジデンシャルサービス株式会社,株式会社アトリエシープ設計事務所,株式会社アトリエシープ設計事務所,村本建設株式会社
175,13,東京都,東京都港区芝4丁目121番7,パレステュディオ三田,パレステュディオ三田管理組合 ぱれすてゅでぃおみたかんりくみあい,－,－,428.93 ㎡,所有権,277.59 ㎡ ／ 3086.18 ㎡,住宅：９８ 戸 ／ 非住宅：１ 区画,住宅： 2472.81 ㎡ ／ 非住宅： 131.3 ㎡,鉄骨鉄筋コンクリート／ 地上１４階 、地下１階,2003年12月22日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
176,13,東京都,東京都新宿区四谷4-29,パレステュディオ新宿御苑前,パレステュディオ新宿御苑前管理組合 ぱれすてゅでぃおしんじゅくぎょえんまえかんりくみあい,－,－,296.15 ㎡,所有権,204.98 ㎡ ／ 1521.2 ㎡,住宅：５１ 戸 ／ 非住宅：０ 区画,住宅： 1241.29 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１０階,2003年2月23日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
177,13,東京都,東京都世田谷区千歳台3-9-8,パレミーユガーデンズ,パレミーユガーデンズ管理組合 ぱれみーゆがーでんずかんりくみあい,－,－,1429.82 ㎡,所有権,775.67 ㎡ ／ 2473.1 ㎡,住宅：３４ 戸 ／ 非住宅：－,住宅： 2019.92 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,2004年1月15日,なし,あり,１基,平置式：３台、機械式：１６台,自転車：３８台／バイク：９台,FTTH方式,CS、BS、地上波デジタル,なし,あり,あり,－,－,－,－,－,－,サンユー建設株式会社,BAU設計㈱,BAU設計㈱,㈱間組
178,13,東京都,東京都板橋区加賀一丁目11番1,プライマージュ加賀,プライマージュ加賀管理組合 ぷらいまーじゅかがかんりくみあい,－,－,5346.12 ㎡,所有権,2450.52 ㎡ ／ 15328.41 ㎡,住宅：１４６ 戸 ／ 非住宅：－,住宅： 14163.13 ㎡ ／ 非住宅：－,鉄筋コンクリート／ 地上９階 、地下１階,2001年8月23日,あり,あり,３基,平置式：２台、機械式：１４４台,－,－,－,－,－,－,－,－,－,－,－,－,有楽土地株式会社、ニチモ株式会社,株式会社類設計室,－,大成建設株式会社、株式会社間組
179,13,東京都,東京都千代田区富士見2丁目7番1号,プラウドタワー千代田富士見,飯田橋プラーノ管理組合 住宅部会 －,－,－,7812.45 ㎡,所有権,4996.91 ㎡ ／ 73993.69 ㎡,住宅：４１４ 戸 ／ 非住宅：４７ 区画,住宅： 30879.62 ㎡ ／ 非住宅： 14699.13 ㎡ （登記簿面積）,鉄筋コンクリート／ 地上３８階 、地下２階,2009年2月18日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
180,13,東京都,東京都新宿区市谷柳町15-1,プラウド市谷柳町,プラウド市谷柳町管理組合 ぷらうどいちがややなぎちょうかんりくみあい,－,－,879.58 ㎡,所有権,552.39 ㎡ ／ 5939.14 ㎡,住宅：７２ 戸 ／ 非住宅：２ 区画,住宅： 3973.26 ㎡ ／ 非住宅： 118.76 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１３階 、地下１階,2010年5月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
181,13,東京都,東京都中央区日本橋富沢町3番1,プラウド人形町,プラウド人形町管理組合 ぷらうどにんぎょうちょうかんりくみあい,－,－,751.25 ㎡,所有権,593.12 ㎡ ／ 6372.97 ㎡,住宅：７７ 戸 ／ 非住宅：０ 区画,住宅： 5106.75 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１２階 、地下１階,2016年10月27日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
182,13,東京都,東京都港区東麻布1-29-16,プレシス東麻布,プレシス東麻布管理組合 ぷれしすひがしあざぶかんりくみあい,－,－,611.2 ㎡,所有権,341.31 ㎡ ／ 3588.07 ㎡,住宅：４３ 戸 ／ 非住宅：－,住宅： 2476.45 ㎡ ／ 非住宅：－,鉄筋コンクリート／ 地上１３階 、地下１階,2018年1月30日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
183,13,東京都,東京都杉並区浜田山2-15-1,プレステージ浜田山ジヴェルニー,プレステージ浜田山ジヴェルニー管理組合 ぷれすてーじはまだやまじう゛ぇるにーかんりくみあい,－,－,9343.86 ㎡,所有権,4230.49 ㎡ ／ 11721.21 ㎡,住宅：１０５ 戸 ／ 非住宅：０ 区画,住宅： 8891.35 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上４階 、地下１階,2003年3月28日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
184,13,東京都,東京都八王子市鑓水2-86,プレセダンヒルズ南大沢,プレセダンヒルズ南大沢管理組合 ぷれせだんひるずみなみおおさわかんりくみあい,管理組合の自己紹介を見る,－,15241.35 ㎡,所有権,4014.05 ㎡ ／ 25457.2 ㎡,住宅：１９８ 戸 ／ 非住宅：－,住宅： 20949.42 ㎡ ／ 非住宅：－ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１４階 、地下１階,2004年3月27日,あり,あり,３基,平置式：１５８台、機械式：８０台,自転車：１９８台／バイク：１５台,VDSL方式,CATV、CS、BS,－,－,あり,－,－,－,－,－,－,ナイス株式会社、セントラル総合開発株式会社,－,－,－
185,13,東京都,東京都江戸川区西瑞江4丁目15番,プレミスト一之江,,2010年3月,http://www.daiwahouse.co.jp/mansion/,2657.42 ㎡,所有権,1586.65 ㎡ ／ 8312.89 ㎡,住宅：９７ 戸 ／ 非住宅：－,住宅： 6977.76 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階,2010年2月26日,あり,あり,１基,平置式：11台、機械式：20台,自転車：１９４台／バイク：５台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：（株）長谷建築設計事務所、構造：青木あすなろ建設（株）一級建築士事務所,（株）長谷建築設計事務所、（株）アトラス設計,大和小田急建設（株）,
186,13,東京都,東京都調布市小島町1丁目,プレミスト調布,,2009年9月,http://www.daiwahouse.co.jp/mansion/,2056.96 ㎡,所有権,956.63 ㎡ ／ 7621.85 ㎡,住宅：１１２ 戸 ／ 非住宅：－,住宅： 5930.52 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１０階,2009年8月30日,なし,あり,２基,平置式：1台、機械式：34台,自転車：１５９台／バイク：６台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：（株）花岡都市建築設計、構造：（株）ビームス・デザイン・コンサルタント,（株）花岡都市建築設計、（株）ビームス・デザイン・コンサルタント,青木あすなろ建設（株）,
187,13,東京都,東京都三鷹市野崎3丁目,プレミスト武蔵境,,2009年4月,http://www.daiwahouse.co.jp/mansion/,1941.55 ㎡,所有権,761.77 ㎡ ／ 3027.62 ㎡,住宅：３５ 戸 ／ 非住宅：－,住宅： 2564.1 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階,2009年3月16日,なし,あり,１基,平置式：35台,自転車：７０台／バイク：１５台,VDSL方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり 、その他：あり,あり,あり,大和ハウス工業株式会社,意匠：（株）アイエムエー都市建築研究所、構造：（有）偕設計,（株）アイエムエー都市建築研究所,川田工業（株）,
188,13,東京都,東京都八王子市南大沢4-21-1,ホームタウン南大沢4（中層）,ホームタウン南大沢4（中層）団地管理組合 ほーむたうんみなみおおさわよん（ちゅうそう）だんちかんりくみあい,－,－,－,所有権,3792.24 ㎡ ／ 14484.91 ㎡,１０棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
189,13,東京都,東京都千代田区九段南3-9-11,マートルコート麹町,マートルコート麹町管理組合 まーとるこーとこうじまちかんりくみあい,－,－,1368.3 ㎡,所有権,1106.41 ㎡ ／ 8783.47 ㎡,住宅：９７ 戸 ／ 非住宅：８ 区画,住宅：－ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上１４階 、地下１階,1983年2月7日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
190,13,東京都,東京都文京区千石2-3-12,マイキャッスル小石川,マイキャッスル小石川管理組合 まいきゃっするこいしかわかんりくみあい,管理組合の自己紹介を見る,－,418.83 ㎡,所有権,328.83 ㎡ ／ 1590.56 ㎡,住宅：２４ 戸 ／ 非住宅：－,住宅： 1369.16 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,1996年1月18日,なし,あり,１基,なし,－,VDSL方式、CATV方式,CATV、BS、地上波デジタル,あり,あり,あり,－,－,－,－,－,－,山田建設株式会社,デク建築設計企画株式会社,－,西松建設株式会社
191,13,東京都,東京都江東区豊洲5-5-36,メトロコープ第一豊洲,メトロコープ第一豊洲管理組合 めとろこーぷだいいちとよすかんりくみあい,－,－,2097.58 ㎡,所有権,796.89 ㎡ ／ 6363.75 ㎡,住宅：７２ 戸 ／ 非住宅：－,住宅： 5412.26 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１２階,1984年5月1日,あり,あり,１基,平置式：１９台,－,－,－,－,－,－,－,－,－,－,－,－,東京都住宅供給公社,－,－,勝村建設
192,13,東京都,東京都板橋区志村一丁目35番3号,ユニーブル高城,ユニーブル高城管理組合 ゆにーぶるたかぎかんりくみあい,－,－,646.2 ㎡,所有権,506.37 ㎡ ／ 2330.01 ㎡,住宅：２９ 戸 ／ 非住宅：４ 区画,住宅： 1926.76 ㎡ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上７階,1980年12月15日,なし,あり,１基,なし,－,－,－,－,－,－,－,－,－,－,－,－,株式会社ユニホー,六器建築設計事務所,－,丹勢建設株式会社
193,13,東京都,東京都足立区綾瀬2-23-18,ライオンズプラザ綾瀬,ライオンズプラザ綾瀬 らいおんずぷらざあやせ,管理組合の自己紹介を見る,－,450.18 ㎡,所有権,269.92 ㎡ ／ 1812.36 ㎡,住宅：４１ 戸 ／ 非住宅：１ 区画,住宅： 1428.39 ㎡ ／ 非住宅： 148.82 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１３階,1993年2月10日,なし,あり,１基,なし,自転車：４０台／バイク：１０台,なし,BS、地上波デジタル,なし,あり,なし,制震構造,外壁（外断熱）,－,－,－,－,株式会社大京,(株)ジャパン企画設計,(株)ジャパン企画設計,埼玉建興(株)
194,13,東京都,東京都墨田区錦糸2-4-10,ライオンズマンション錦糸町第3,エルエム錦糸町第3管理組合法人 えるえむきんしちょうだいさんかんりくみあいほうじん,管理組合の自己紹介を見る,－,235.53 ㎡,所有権、貸借権,176.57 ㎡ ／ 1169.7 ㎡,住宅：５ 戸 ／ 非住宅：１５ 区画,住宅： 291.75 ㎡ ／ 非住宅： 695.86 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上８階,1981年3月28日,なし,あり,１基,なし,自転車：１３台／バイク：１台,VDSL方式,CATV,あり,なし,なし,－,－,－,－,－,－,大京観光株式会社,株式会社近代建築総合研究所,－,株式会社小川建設
